date,narration,amount,type
2025-08-06,Office supplies,1309.59,debit
2026-02-18,Slack subscription,938.13,debit
2026-04-01,Medical reimbursement,768.0,debit
2026-03-10,Uber ride 2039,219.98,debit
2026-01-19,Zoom subscription,1318.9,debit
2025-04-14,Figma subscription,1753.53,debit
2025-01-13,Interest credit,1540.92,credit
2025-09-30,Zepto groceries,975.72,debit
2026-04-28,Zomato order #9792,922.31,debit
2025-05-11,Freelance payment 1752,72590.83,credit
2024-08-04,Slack subscription,1363.02,debit
2025-06-18,Uber ride 7293,140.98,debit
2025-09-23,Uber ride 1819,451.45,debit
2024-09-25,Freelance payment 8871,68780.76,credit
2025-11-07,Google Workspace,948.23,debit
2025-01-24,Zoom subscription,1054.67,debit
2026-01-13,Zepto groceries,678.02,debit
2025-07-20,Figma subscription,1914.27,debit
2025-02-23,Airtel broadband,1237.5,debit
2024-12-11,Electricity bill 8460,3144.59,debit
2025-08-22,Zoom subscription,1494.1,debit
2026-02-27,Spotify premium,161.48,debit
2025-04-10,Netflix subscription,663.52,debit
2025-01-15,GitHub subscription,1240.6,debit
2025-06-10,Zepto groceries,1911.96,debit
2025-05-19,GitHub subscription,1273.13,debit
2025-08-28,Refund credit 8552,2528.55,credit
2025-05-25,BigBasket order,1660.67,debit
2024-12-12,Hotel stay 3018,11842.94,debit
2025-10-19,Office supplies,593.43,debit
2025-09-02,Airtel broadband,771.67,debit
2025-10-08,Jio recharge,430.92,debit
2026-01-25,Google Workspace,1598.66,debit
2026-03-13,Myntra order #1510,1803.63,debit
2025-06-15,Myntra order #8303,1951.3,debit
2024-01-13,Cheque deposit 1052,11005.83,credit
2025-12-18,BigBasket order,2480.87,debit
2024-08-03,Jio recharge,570.83,debit
2024-09-30,Netflix subscription,576.6,debit
2024-07-19,Flight booking 4065,10991.96,debit
2026-01-19,Zepto groceries,1841.69,debit
2025-09-24,Hotel stay 9577,13944.08,debit
2025-10-27,Hotel stay 6281,8550.61,debit
2024-07-11,Freelance payment 1621,47948.72,credit
2024-07-12,Zomato order #4506,648.17,debit
2025-01-14,Client payment 4007,179303.24,credit
2025-08-23,Hotel stay 7929,8740.98,debit
2026-03-09,Airtel broadband,626.42,debit
2025-01-02,Zomato order #4675,281.98,debit
2025-04-26,Electricity bill 5155,3542.68,debit
2025-01-04,Jio recharge,277.96,debit
2025-04-16,Ola cab 4441,191.0,debit
2024-09-21,Swiggy order #1691,578.14,debit
2024-03-22,GitHub subscription,1035.62,debit
2024-10-10,Zoom subscription,1451.29,debit
2024-11-05,GitHub subscription,1499.31,debit
2025-06-02,Medical reimbursement,3390.38,debit
2026-04-08,Freelance payment 6085,51219.52,credit
2025-07-13,Zoom subscription,1821.69,debit
2024-06-20,Jio recharge,583.24,debit
2025-11-07,Office supplies,2614.32,debit
2024-01-19,ATM withdrawal 9987,1548.64,debit
2025-03-21,Slack subscription,1680.99,debit
2025-07-03,Spotify premium,129.35,debit
2026-01-24,ATM withdrawal 9668,4632.98,debit
2025-08-11,Refund credit 5102,1743.93,credit
2025-05-17,Airtel broadband,639.71,debit
2024-03-30,IMPS payment 4889,19455.03,debit
2025-05-20,Salary credit 6884,104837.67,credit
2024-05-08,Electricity bill 7899,2411.77,debit
2024-12-29,Office supplies,2430.92,debit
2024-05-04,Amazon purchase,4136.21,debit
2024-06-17,Microsoft Azure 6666,6373.81,debit
2025-01-27,Office supplies,999.3,debit
2024-05-25,Amazon purchase,737.99,debit
2026-04-10,Team lunch 9253,6777.63,debit
2025-07-26,Ola cab 2917,241.01,debit
2024-09-02,Amazon purchase,3951.52,debit
2024-07-29,GitHub subscription,572.74,debit
2024-01-12,Office supplies,969.36,debit
2025-08-01,Flight booking 6179,13800.07,debit
2024-03-28,Spotify premium,112.47,debit
2025-10-16,Airtel broadband,957.11,debit
2025-04-11,GitHub subscription,1064.87,debit
2024-12-22,Team lunch 8636,2151.77,debit
2024-03-22,Zomato order #2764,670.15,debit
2024-06-10,AWS invoice 8542,13267.5,debit
2025-08-14,Google Workspace,1543.71,debit
2025-06-13,Amazon purchase,4528.53,debit
2026-03-14,Zepto groceries,371.9,debit
2025-10-23,Swiggy order #4354,508.3,debit
2026-01-02,Zepto groceries,1624.2,debit
2024-08-09,Zoom subscription,1887.47,debit
2024-09-29,Flight booking 3087,10158.62,debit
2024-09-13,Zepto groceries,895.2,debit
2025-11-25,Hotel stay 8437,9987.94,debit
2024-08-17,Amazon purchase,3088.61,debit
2025-11-19,Razorpay settlement 3870,30931.11,credit
2025-07-05,Spotify premium,167.47,debit
2025-02-08,Medical reimbursement,2881.35,debit
2025-08-29,UPI transfer #7096,7132.33,debit
2024-04-23,Bank charges 3241,397.78,debit
2024-02-09,BigBasket order,2753.8,debit
2024-04-22,Spotify premium,149.89,debit
2024-09-12,Jio recharge,377.25,debit
2025-10-11,Team lunch 3491,3357.54,debit
2025-10-19,Zomato order #3627,683.34,debit
2024-08-21,Bank charges 5062,459.77,debit
2025-04-14,IMPS payment 2419,10542.96,debit
2026-02-20,Client payment 6508,188700.3,credit
2025-05-26,Flight booking 3525,13766.71,debit
2026-01-10,UPI transfer #5002,44570.77,debit
2024-10-19,AWS invoice 8059,5642.07,debit
2024-09-19,Jio recharge,505.58,debit
2024-05-01,Microsoft Azure 1168,3735.79,debit
2025-05-14,Zoom subscription,1234.99,debit
2025-05-12,Myntra order #3060,2944.96,debit
2026-01-30,Flight booking 4243,15919.18,debit
2025-03-04,Myntra order #9646,2332.61,debit
2024-09-05,ATM withdrawal 9133,2061.14,debit
2026-02-07,Slack subscription,802.99,debit
2024-02-15,Jio recharge,443.41,debit
2024-06-05,Medical reimbursement,2914.05,debit
2025-11-14,Salary credit 1897,54541.74,credit
2024-12-30,Office supplies,1330.83,debit
2025-05-16,Bank charges 7978,360.5,debit
2025-04-30,Medical reimbursement,3405.43,debit
2024-10-02,Refund credit 6658,1007.45,credit
2026-02-24,Jio recharge,207.79,debit
2025-06-05,GitHub subscription,1088.65,debit
2024-12-01,Amazon purchase,1797.09,debit
2024-03-25,Slack subscription,1529.1,debit
2025-06-25,NEFT transfer 3713,40809.01,credit
2025-10-28,Interest credit,1145.51,credit
2024-07-06,Microsoft Azure 3101,7764.53,debit
2025-01-30,Hotel stay 5841,2145.65,debit
2024-03-20,Uber ride 6405,401.9,debit
2024-06-02,Jio recharge,555.25,debit
2025-09-24,Figma subscription,869.0,debit
2025-05-23,Jio recharge,517.73,debit
2026-01-26,Uber ride 8368,478.97,debit
2024-10-27,Flight booking 6225,11263.81,debit
2024-06-13,ATM withdrawal 7079,2635.7,debit
2024-08-05,Spotify premium,146.1,debit
2024-05-18,Razorpay settlement 4212,30168.33,credit
2024-11-30,Flipkart order #5220,3111.97,debit
2024-12-24,Uber ride 1231,314.85,debit
2026-02-23,Amazon purchase,2871.54,debit
2025-01-25,Zomato order #5758,920.26,debit
2025-01-23,Jio recharge,334.95,debit
2024-11-22,Swiggy order #3392,695.46,debit
2026-02-20,Airtel broadband,536.16,debit
2026-04-24,Netflix subscription,790.22,debit
2025-07-14,Client payment 6633,74844.41,credit
2024-11-24,Jio recharge,498.73,debit
2024-08-20,Client payment 5256,99534.86,credit
2024-02-24,Office supplies,2879.6,debit
2025-06-28,Airtel broadband,1323.36,debit
2024-05-17,Myntra order #8168,2746.66,debit
2025-02-24,IMPS payment 1491,5699.13,debit
2025-01-24,Refund credit 3943,328.56,credit
2025-02-01,Electricity bill 7146,3781.15,debit
2025-09-28,Salary credit 9309,81411.36,credit
2025-08-28,Flight booking 2866,7914.8,debit
2024-02-21,Amazon purchase,3738.42,debit
2025-02-24,Zomato order #8277,741.09,debit
2026-03-10,Zomato order #8979,512.05,debit
2024-07-20,Figma subscription,1570.16,debit
2026-02-18,ATM withdrawal 4568,8907.84,debit
2025-04-28,Slack subscription,1432.76,debit
2025-07-19,Zoom subscription,1604.66,debit
2025-11-30,Airtel broadband,561.87,debit
2026-02-18,Hotel stay 4730,4446.58,debit
2026-01-29,Zoom subscription,1317.47,debit
2025-07-08,Freelance payment 6618,20318.63,credit
2025-11-15,Uber ride 4727,419.44,debit
2024-06-28,Ola cab 1852,161.29,debit
2025-04-01,Office supplies,667.49,debit
2024-06-01,Salary credit 2970,53034.17,credit
2024-06-24,Interest credit,1731.3,credit
2024-10-15,Ola cab 6906,104.41,debit
2025-03-03,Figma subscription,1680.14,debit
2025-03-16,Razorpay settlement 2843,35813.21,credit
2025-12-16,Jio recharge,248.57,debit
2024-11-17,Electricity bill 3945,4633.21,debit
2025-02-12,Myntra order #7114,2585.24,debit
2024-05-12,Myntra order #3308,1240.49,debit
2024-02-15,Airtel broadband,1491.27,debit
2025-02-06,Zoom subscription,1954.05,debit
2026-02-18,Ola cab 3226,119.56,debit
2026-01-30,Swiggy order #6867,234.86,debit
2025-11-12,BigBasket order,1446.09,debit
2025-06-23,Freelance payment 4206,64689.83,credit
2025-07-12,Ola cab 9404,155.27,debit
2025-05-01,Hotel stay 7602,2417.1,debit
2024-04-11,Electricity bill 5166,1653.37,debit
2024-08-31,Zomato order #1894,855.35,debit
2024-12-17,Hotel stay 9209,6849.31,debit
2024-10-08,Cheque deposit 1939,96203.33,credit
2025-08-23,Uber ride 8362,226.09,debit
2025-04-24,Zepto groceries,1775.65,debit
2024-11-06,Freelance payment 9332,50896.43,credit
2024-09-09,Zepto groceries,1831.82,debit
2024-06-09,Razorpay settlement 6700,19764.13,credit
2026-02-24,Salary credit 5033,68056.88,credit
2024-03-09,Microsoft Azure 2537,8301.29,debit
2024-12-10,Zomato order #6462,577.11,debit
2025-12-19,Airtel broadband,1412.8,debit
2025-05-05,BigBasket order,2614.42,debit
2025-09-11,Zepto groceries,1923.26,debit
2024-04-21,Salary credit 5025,95690.04,credit
2025-08-15,Hotel stay 7347,11496.43,debit
2024-12-15,Refund credit 6935,2632.11,credit
2024-10-08,Flight booking 3390,14273.04,debit
2025-10-03,Airtel broadband,690.91,debit
2024-06-05,BigBasket order,2807.46,debit
2025-03-10,Zomato order #8982,336.58,debit
2025-07-14,Airtel broadband,755.15,debit
2025-06-03,Zepto groceries,1174.14,debit
2024-07-20,Team lunch 1199,4992.74,debit
2024-05-10,Zepto groceries,1604.81,debit
2026-04-16,Team lunch 8523,6481.34,debit
2024-04-25,Microsoft Azure 2533,17736.95,debit
2024-06-18,Slack subscription,1505.62,debit
2025-03-06,IMPS payment 6785,13553.18,debit
2025-03-21,GitHub subscription,717.67,debit
2025-03-05,Freelance payment 9864,69726.02,credit
2024-08-12,NEFT transfer 8295,29416.08,credit
2024-06-24,Slack subscription,1415.18,debit
2024-04-11,AWS invoice 9026,9423.16,debit
2024-01-09,Figma subscription,1893.81,debit
2024-11-27,Uber ride 4852,280.21,debit
2025-11-18,Team lunch 1889,7702.13,debit
2024-08-18,Swiggy order #4651,427.65,debit
2026-02-17,Amazon purchase,2720.41,debit
2024-03-07,Amazon purchase,354.59,debit
2024-09-26,Uber ride 9128,489.52,debit
2024-08-03,Office supplies,1357.2,debit
2024-04-04,Figma subscription,1577.56,debit
2025-11-01,Netflix subscription,503.71,debit
2026-03-04,UPI transfer #7857,14472.71,debit
2026-03-25,NEFT transfer 7647,35914.21,credit
2024-10-01,Refund credit 3857,3761.21,credit
2025-03-18,Uber ride 3131,392.73,debit
2024-09-21,Client payment 5303,106125.75,credit
2025-06-25,Spotify premium,118.75,debit
2024-10-11,Myntra order #1406,721.32,debit
2025-08-26,Slack subscription,572.98,debit
2025-05-14,Slack subscription,1184.47,debit
2025-12-23,Team lunch 6067,4507.82,debit
2026-01-24,Swiggy order #4164,664.0,debit
2025-03-04,Netflix subscription,616.48,debit
2024-11-21,Flight booking 6651,10951.37,debit
2025-10-19,Team lunch 4823,7797.49,debit
2024-03-10,IMPS payment 4383,3047.57,debit
2024-10-12,UPI transfer #4841,19845.33,debit
2025-02-02,AWS invoice 4977,4444.01,debit
2025-12-11,Zepto groceries,1630.5,debit
2025-10-11,Swiggy order #4737,659.31,debit
2024-06-25,NEFT transfer 1294,41048.55,credit
2024-08-06,Jio recharge,240.15,debit
2025-04-19,Zepto groceries,681.19,debit
2024-11-16,Ola cab 5603,393.13,debit
2024-04-06,Airtel broadband,1160.86,debit
2024-01-25,Flight booking 9378,8147.44,debit
2024-07-15,Zoom subscription,1398.67,debit
2024-07-15,GitHub subscription,1214.04,debit
2025-08-30,Microsoft Azure 8295,14846.68,debit
2025-06-22,AWS invoice 3931,5233.92,debit
2025-10-03,Cheque deposit 7121,64225.73,credit
2024-03-03,Amazon purchase,1114.68,debit
2024-02-25,ATM withdrawal 3557,2029.94,debit
2024-12-17,Office supplies,2313.38,debit
2025-07-24,Jio recharge,404.98,debit
2024-10-04,Airtel broadband,1436.3,debit
2024-04-25,Office supplies,982.5,debit
2024-10-04,Uber ride 9810,483.9,debit
2025-08-16,Zomato order #5835,785.89,debit
2025-03-18,Jio recharge,305.22,debit
2024-10-19,Zepto groceries,400.58,debit
2024-09-18,Medical reimbursement,906.13,debit
2026-02-04,Zomato order #9238,245.73,debit
2025-06-16,Flight booking 7862,13587.56,debit
2025-09-15,Ola cab 9326,338.57,debit
2025-06-30,Figma subscription,846.94,debit
2025-06-04,Myntra order #1732,2623.05,debit
2025-04-17,Amazon purchase,3801.62,debit
2024-08-29,Zoom subscription,1485.57,debit
2025-10-23,Uber ride 6940,257.83,debit
2025-11-10,Freelance payment 1067,24867.73,credit
2026-01-06,Flight booking 8066,15529.64,debit
2024-12-20,Microsoft Azure 1894,14497.02,debit
2024-12-19,Electricity bill 9452,2365.96,debit
2025-03-02,Ola cab 8178,234.46,debit
2025-08-08,Zepto groceries,1966.81,debit
2025-02-23,Zepto groceries,1817.84,debit
2025-10-18,Zomato order #2680,899.29,debit
2024-06-15,Netflix subscription,640.2,debit
2026-02-02,Airtel broadband,830.79,debit
2024-04-28,Netflix subscription,722.73,debit
2024-10-13,Uber ride 3935,232.6,debit
2024-08-19,Client payment 8898,89196.3,credit
2026-03-27,Google Workspace,1444.64,debit
2024-07-15,Freelance payment 5741,14868.86,credit
2025-12-01,Amazon purchase,4255.23,debit
2024-05-24,Medical reimbursement,1409.83,debit
2024-07-30,Airtel broadband,715.57,debit
2025-02-17,Interest credit,1534.53,credit
2024-08-25,Hotel stay 3638,12497.19,debit
2026-02-23,Salary credit 4397,91009.61,credit
2024-06-30,Zomato order #3689,727.53,debit
2025-02-11,Slack subscription,929.73,debit
2026-02-14,Ola cab 4471,135.32,debit
2025-01-10,BigBasket order,2120.43,debit
2025-07-01,Microsoft Azure 9970,13265.86,debit
2024-04-16,Slack subscription,1054.3,debit
2024-06-02,AWS invoice 7934,14222.94,debit
2024-06-11,Jio recharge,512.56,debit
2024-02-12,Team lunch 1046,5246.25,debit
2025-01-14,Airtel broadband,1400.05,debit
2025-01-22,Bank charges 3241,398.14,debit
2024-02-08,Swiggy order #3867,431.12,debit
2024-06-04,Swiggy order #5622,780.32,debit
2025-04-08,BigBasket order,2899.56,debit
2024-09-11,Spotify premium,142.3,debit
2025-10-03,Medical reimbursement,802.82,debit
2026-03-27,Netflix subscription,554.81,debit
2026-04-06,Flight booking 1049,15295.76,debit
2024-11-02,Office supplies,1321.55,debit
2025-12-25,Hotel stay 1821,9398.05,debit
2024-09-11,Zomato order #5343,448.02,debit
2024-04-17,Hotel stay 3600,6665.49,debit
2024-05-16,IMPS payment 6051,7633.57,debit
2024-01-30,Freelance payment 9586,45854.3,credit
2024-03-02,Client payment 5703,197504.7,credit
2026-03-22,UPI transfer #5243,1115.32,debit
2024-04-08,Refund credit 9575,595.91,credit
2025-10-20,Electricity bill 9830,1571.49,debit
2024-08-04,Ola cab 9520,333.37,debit
2026-02-20,Google Workspace,1477.33,debit
2026-04-19,Swiggy order #9028,354.59,debit
2024-04-09,Salary credit 4104,122517.19,credit
2025-12-21,Interest credit,1709.88,credit
2024-09-08,Jio recharge,429.09,debit
2026-04-15,Hotel stay 4016,14880.56,debit
2024-11-11,Freelance payment 8775,71046.94,credit
2025-09-20,Google Workspace,1820.5,debit
2025-05-19,Microsoft Azure 3061,17128.52,debit
2024-11-06,BigBasket order,1714.81,debit
2024-05-03,AWS invoice 4122,4802.66,debit
2024-09-08,Zepto groceries,774.18,debit
2024-06-28,Zepto groceries,1594.92,debit
2025-02-09,Zomato order #5400,752.41,debit
2025-02-27,Flipkart order #7149,3550.73,debit
2025-04-22,UPI transfer #7798,29689.85,debit
2025-06-10,Spotify premium,184.26,debit
2025-09-01,Team lunch 1205,5248.75,debit
2025-09-21,Microsoft Azure 3576,18108.65,debit
2024-08-28,Zoom subscription,1459.09,debit
2025-08-21,Slack subscription,1014.86,debit
2025-11-12,Ola cab 6302,239.82,debit
2024-10-15,Medical reimbursement,3458.57,debit
2024-07-12,Flipkart order #3800,2861.61,debit
2024-07-26,Medical reimbursement,1312.31,debit
2024-11-07,Jio recharge,252.78,debit
2024-07-06,NEFT transfer 7891,19120.6,credit
2024-10-19,Flipkart order #3526,894.14,debit
2025-06-12,Refund credit 8108,1030.19,credit
2025-11-03,Razorpay settlement 5903,15174.29,credit
2025-02-10,Zomato order #2002,431.9,debit
2024-06-10,Amazon purchase,4758.86,debit
2025-11-06,Freelance payment 1107,41761.69,credit
2025-12-25,UPI transfer #9105,1474.17,debit
2025-10-13,Ola cab 3338,328.54,debit
2024-12-18,Figma subscription,1116.96,debit
2026-04-16,Team lunch 8415,3096.61,debit
2024-07-26,Netflix subscription,538.16,debit
2024-10-02,Jio recharge,534.65,debit
2024-03-01,Zomato order #1213,971.0,debit
2025-06-13,Myntra order #6639,1692.44,debit
2025-07-01,Refund credit 3770,4996.03,credit
2024-06-14,Spotify premium,168.24,debit
2025-05-23,Myntra order #2453,829.48,debit
2024-02-24,Flipkart order #7705,1458.16,debit
2024-04-06,Bank charges 5438,103.97,debit
2026-02-19,Microsoft Azure 1665,14980.43,debit
2024-09-23,Jio recharge,273.8,debit
2025-09-10,Flipkart order #9232,3768.79,debit
2024-04-07,Flipkart order #9553,522.94,debit
2025-10-06,Microsoft Azure 6914,10647.53,debit
2024-04-01,Myntra order #2768,2801.62,debit
2024-03-03,UPI transfer #8612,44226.79,debit
2026-04-17,Zepto groceries,1487.68,debit
2024-06-27,Medical reimbursement,984.47,debit
2024-04-11,Swiggy order #3769,755.2,debit
2025-06-27,Uber ride 9873,268.74,debit
2025-04-13,AWS invoice 5724,3042.22,debit
2025-04-16,GitHub subscription,1349.75,debit
2024-12-26,AWS invoice 8107,2681.66,debit
2026-01-29,Zoom subscription,1578.63,debit
2025-09-13,Salary credit 6927,82577.81,credit
2024-01-24,Medical reimbursement,3788.51,debit
2024-09-27,Ola cab 5056,269.07,debit
2024-01-31,Zomato order #5292,358.26,debit
2025-02-04,Figma subscription,804.44,debit
2024-12-23,Swiggy order #9341,202.41,debit
2024-12-29,Hotel stay 2792,9776.31,debit
2025-08-08,Ola cab 2436,393.39,debit
2024-04-15,Electricity bill 9985,1255.17,debit
2025-03-13,Swiggy order #6292,587.51,debit
2025-08-22,Netflix subscription,709.46,debit
2024-11-06,AWS invoice 6495,14848.97,debit
2026-01-31,Jio recharge,283.43,debit
2024-04-18,Team lunch 6206,7308.55,debit
2025-12-12,Figma subscription,1221.51,debit
2024-05-10,Zomato order #1268,436.8,debit
2024-11-24,Electricity bill 5576,1706.89,debit
2024-07-31,Myntra order #6468,2997.47,debit
2025-05-10,Razorpay settlement 1474,32047.65,credit
2024-01-16,Amazon purchase,4058.07,debit
2024-06-12,Zepto groceries,856.14,debit
2025-06-14,BigBasket order,929.56,debit
2026-03-21,Swiggy order #8742,250.12,debit
2024-12-11,Salary credit 9972,119027.83,credit
2025-05-29,Spotify premium,149.91,debit
2024-07-30,Spotify premium,115.01,debit
2024-04-02,Microsoft Azure 6134,13196.96,debit
2024-01-01,Jio recharge,259.0,debit
2026-03-26,Ola cab 8772,299.28,debit
2026-01-06,Zepto groceries,1155.17,debit
2025-08-01,Medical reimbursement,3121.49,debit
2025-06-28,Jio recharge,458.91,debit
2024-09-15,Microsoft Azure 2540,4564.83,debit
2025-07-14,Microsoft Azure 7364,4009.32,debit
2025-12-03,Spotify premium,149.8,debit
2025-12-20,Team lunch 6328,3790.18,debit
2025-07-03,Office supplies,2560.34,debit
2025-07-15,Zomato order #8875,928.29,debit
2025-10-12,Zepto groceries,1801.56,debit
2024-03-29,Google Workspace,673.98,debit
2024-10-29,Hotel stay 7211,3654.74,debit
2025-07-05,Figma subscription,1115.88,debit
2024-01-24,NEFT transfer 8742,70910.71,credit
2024-09-07,Figma subscription,1141.98,debit
2024-02-07,Microsoft Azure 2644,11538.95,debit
2025-10-11,Zepto groceries,308.01,debit
2024-08-22,Freelance payment 6717,29436.9,credit
